filename,width,height,class,xmin,ymin,xmax,ymax
car2.jpg,589,583,bus,299,295,381,382
car2.jpg,589,583,car,396,294,480,385
car2.jpg,589,583,car,505,301,565,368
car2.jpg,589,583,car,11,392,97,482
car2.jpg,589,583,car,114,396,185,482
car2.jpg,589,583,car,210,401,277,470
car2.jpg,589,583,car,308,398,380,476
car2.jpg,589,583,car,395,390,484,480
car2.jpg,589,583,car,491,391,572,480
car2.jpg,589,583,car,13,489,96,574
car2.jpg,589,583,bus,104,484,195,576
car2.jpg,589,583,car,206,502,279,571
car2.jpg,589,583,car,294,491,388,576
car2.jpg,589,583,car,401,485,475,578
car2.jpg,589,583,car,494,491,578,569
car3.jpg,320,320,car,1,2,100,104
car3.jpg,320,320,car,107,7,220,101
car3.jpg,320,320,car,224,10,318,101
car3.jpg,320,320,car,1,114,100,210
car3.jpg,320,320,car,106,104,222,212
car3.jpg,320,320,car,228,104,319,211
car3.jpg,320,320,car,1,218,100,314
car3.jpg,320,320,car,104,216,223,315
car3.jpg,320,320,car,228,213,320,311
car4.jpg,1024,682,car,553,235,611,302
car4.jpg,1024,682,car,467,266,543,306
car4.jpg,1024,682,car,388,407,475,542
car4.jpg,1024,682,car,658,469,870,682
car4.jpg,1024,682,car,518,129,549,161
car5.png,512,272,car,14,13,119,53
car5.png,512,272,car,145,15,247,53
car5.png,512,272,car,274,10,375,51
car5.png,512,272,car,397,19,499,52
car5.png,512,272,car,402,67,502,104
car5.png,512,272,car,272,68,371,106
car5.png,512,272,car,140,72,246,106
car5.png,512,272,car,14,69,124,105
car5.png,512,272,car,17,124,117,159
car5.png,512,272,car,145,126,247,163
car5.png,512,272,car,277,125,373,160
car5.png,512,272,car,396,123,503,160
car5.png,512,272,car,18,174,118,214
car5.png,512,272,car,138,178,245,213
car5.png,512,272,car,265,189,372,217
car5.png,512,272,car,261,162,375,186
car5.png,512,272,car,402,173,498,214
car5.png,512,272,car,402,228,503,271
car5.png,512,272,car,277,232,374,272
car5.png,512,272,car,149,232,246,270
car5.png,512,272,car,15,226,119,267
car6.png,420,300,car,2,3,58,59
car6.png,420,300,car,122,1,179,58
car6.png,420,300,car,182,2,241,57
car6.png,420,300,car,245,2,297,55
car6.png,420,300,car,299,8,358,57
car6.png,420,300,car,359,1,420,55
car6.png,420,300,car,62,64,120,119
car6.png,420,300,car,121,64,179,120
car6.png,420,300,car,183,63,240,120
car6.png,420,300,car,244,64,299,118
car6.png,420,300,car,302,60,360,120
car6.png,420,300,car,362,62,417,119
car6.png,420,300,car,1,127,60,180
car6.png,420,300,car,58,122,120,178
car6.png,420,300,car,122,124,180,178
car6.png,420,300,car,182,126,239,180
car6.png,420,300,car,241,122,301,179
car6.png,420,300,car,363,121,419,180
car6.png,420,300,car,2,184,61,238
car6.png,420,300,car,62,181,121,236
car6.png,420,300,car,122,183,180,239
car6.png,420,300,car,181,183,241,239
car6.png,420,300,car,243,183,299,238
car6.png,420,300,car,302,184,359,236
car6.png,420,300,car,362,180,418,236
car6.png,420,300,car,1,243,59,295
car6.png,420,300,car,121,242,180,299
car6.png,420,300,car,182,242,238,298
car6.png,420,300,car,240,243,298,295
car6.png,420,300,car,300,240,361,296
car6.png,420,300,car,361,243,418,298
car7.jpg,244,207,car,1,2,45,44
car7.jpg,244,207,car,54,160,97,203
car7.jpg,244,207,car,193,57,241,97
car7.jpg,244,207,car,99,53,144,99
car7.jpg,244,207,car,194,103,238,150
car8.png,711,700,car,11,23,163,149
car8.png,711,700,car,204,11,334,173
car8.png,711,700,car,367,213,524,308
car8.png,711,700,car,194,184,335,331
car8.png,711,700,car,8,186,169,341
car8.png,711,700,car,189,362,341,505
car8.png,711,700,car,542,373,705,494
car8.png,711,700,car,566,192,700,334
car8.png,711,700,car,20,566,156,670
car8.png,711,700,car,191,555,346,665
car8.png,711,700,car,382,558,510,665
car8.png,711,700,car,545,567,703,654
car9.png,711,700,car,377,364,515,516
car9.png,711,700,car,551,362,695,518
car9.png,711,700,car,205,364,338,518
car9.png,711,700,car,29,366,159,519
car9.png,711,700,car,379,538,507,696
car9.png,711,700,car,551,539,699,688
car9.png,711,700,car,195,539,337,690
car9.png,711,700,car,8,539,166,687
car9.png,711,700,car,552,12,699,174
car9.png,711,700,car,361,8,521,170
car9.png,711,700,car,190,17,331,166
car9.png,711,700,car,554,181,694,341
car9.png,711,700,car,199,187,338,341
