filename,width,height,class,xmin,ymin,xmax,ymax
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,105,127,117,157
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,221,94,243,121
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,242,164,273,199
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,214,239,239,288
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,306,165,325,200
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,362,122,381,157
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,420,59,433,88
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,435,81,456,114
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,573,93,590,124
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,534,163,553,203
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,508,219,526,253
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,434,211,464,255
euro-2016-croacia-portugal_pw6s.640.jpg,640,360,soccerplayer,392,284,416,319
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,1,85,18,123
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,106,1,128,26
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,130,147,163,184
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,73,201,103,254
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,136,193,168,242
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,522,65,546,108
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,339,50,374,74
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,370,166,404,211
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,282,287,320,353
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,418,227,445,282
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,461,234,481,291
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,564,354,595,419
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,556,163,583,216
fifa-13-screenshot (1).jpg,1020,573,soccerplayer,472,169,509,211
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,1,325,15,378
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,101,400,139,457
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,61,189,92,258
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,95,133,124,179
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,201,87,232,134
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,204,185,223,238
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,315,142,332,194
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,276,264,306,311
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,425,129,459,170
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,462,152,486,197
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,477,112,513,146
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,632,22,649,55
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,719,37,746,85
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,534,145,559,193
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,600,181,624,228
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,710,202,741,254
fifa-13-screenshot (2).jpg,1020,573,soccerplayer,797,251,831,307
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,217,208,262,297
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1060,689,1124,808
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1370,639,1451,746
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1275,811,1388,942
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1678,740,1770,858
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1382,493,1437,595
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1173,530,1237,616
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1050,488,1114,568
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1138,365,1186,459
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1334,199,1386,270
FLokiman-Realistic-TV-Feel-GFX.jpg,1893,942,soccerplayer,1704,255,1762,334
images (2).jpg,300,168,soccerplayer,14,87,23,109
images (2).jpg,300,168,soccerplayer,210,83,219,104
images (2).jpg,300,168,soccerplayer,162,116,169,137
images (2).jpg,300,168,soccerplayer,128,71,138,85
images (2).jpg,300,168,soccerplayer,190,44,198,63
maxresdefault (1).jpg,1280,720,soccerplayer,166,371,214,458
maxresdefault (1).jpg,1280,720,soccerplayer,201,214,239,286
maxresdefault (1).jpg,1280,720,soccerplayer,392,186,425,253
maxresdefault (1).jpg,1280,720,soccerplayer,519,166,544,253
maxresdefault (1).jpg,1280,720,soccerplayer,593,121,622,173
maxresdefault (1).jpg,1280,720,soccerplayer,812,210,833,260
maxresdefault (1).jpg,1280,720,soccerplayer,703,323,735,391
maxresdefault (1).jpg,1280,720,soccerplayer,589,293,633,352
maxresdefault (1).jpg,1280,720,soccerplayer,366,265,405,332
maxresdefault (1).jpg,1280,720,soccerplayer,366,531,401,622
maxresdefault (1).jpg,1280,720,soccerplayer,720,536,754,625
maxresdefault (1).jpg,1280,720,soccerplayer,1198,574,1232,657
maxresdefault (10).jpg,1280,720,soccerplayer,462,129,501,178
maxresdefault (10).jpg,1280,720,soccerplayer,47,291,82,352
maxresdefault (10).jpg,1280,720,soccerplayer,456,291,482,360
maxresdefault (10).jpg,1280,720,soccerplayer,519,313,541,373
maxresdefault (10).jpg,1280,720,soccerplayer,548,294,571,355
maxresdefault (10).jpg,1280,720,soccerplayer,577,218,606,295
maxresdefault (10).jpg,1280,720,soccerplayer,552,180,575,228
maxresdefault (10).jpg,1280,720,soccerplayer,700,189,748,251
maxresdefault (10).jpg,1280,720,soccerplayer,838,248,869,306
maxresdefault (10).jpg,1280,720,soccerplayer,1051,352,1084,421
maxresdefault (10).jpg,1280,720,soccerplayer,863,376,908,453
maxresdefault (10).jpg,1280,720,soccerplayer,688,493,730,576
maxresdefault (10).jpg,1280,720,soccerplayer,626,496,661,583
maxresdefault (10).jpg,1280,720,soccerplayer,509,683,541,720
maxresdefault (10).jpg,1280,720,soccerplayer,1093,580,1128,645
maxresdefault (10).jpg,1280,720,soccerplayer,1132,616,1166,655
maxresdefault (10).jpg,1280,720,soccerplayer,1247,528,1279,623
maxresdefault (11).jpg,1280,720,soccerplayer,119,162,151,231
maxresdefault (11).jpg,1280,720,soccerplayer,117,70,154,131
maxresdefault (11).jpg,1280,720,soccerplayer,101,374,153,435
maxresdefault (11).jpg,1280,720,soccerplayer,254,337,296,419
maxresdefault (11).jpg,1280,720,soccerplayer,172,461,236,557
maxresdefault (11).jpg,1280,720,soccerplayer,474,388,503,464
maxresdefault (11).jpg,1280,720,soccerplayer,787,339,824,424
maxresdefault (11).jpg,1280,720,soccerplayer,838,541,882,637
maxresdefault (11).jpg,1280,720,soccerplayer,529,219,574,292
maxresdefault (11).jpg,1280,720,soccerplayer,642,210,678,285
maxresdefault (11).jpg,1280,720,soccerplayer,661,165,695,224
maxresdefault (11).jpg,1280,720,soccerplayer,531,142,571,198
maxresdefault (11).jpg,1280,720,soccerplayer,466,214,488,282
maxresdefault (11).jpg,1280,720,soccerplayer,391,118,424,178
maxresdefault (12).jpg,1280,720,soccerplayer,16,363,58,439
maxresdefault (12).jpg,1280,720,soccerplayer,438,382,474,451
maxresdefault (12).jpg,1280,720,soccerplayer,472,277,506,339
maxresdefault (12).jpg,1280,720,soccerplayer,556,314,586,378
maxresdefault (12).jpg,1280,720,soccerplayer,288,315,325,372
maxresdefault (12).jpg,1280,720,soccerplayer,1048,210,1071,272
maxresdefault (12).jpg,1280,720,soccerplayer,842,224,873,294
maxresdefault (12).jpg,1280,720,soccerplayer,460,213,476,266
maxresdefault (12).jpg,1280,720,soccerplayer,512,191,543,247
maxresdefault (12).jpg,1280,720,soccerplayer,64,248,90,299
maxresdefault (12).jpg,1280,720,soccerplayer,137,236,158,291
maxresdefault (12).jpg,1280,720,soccerplayer,42,282,72,349
maxresdefault (14).jpg,1280,720,soccerplayer,400,361,433,424
maxresdefault (14).jpg,1280,720,soccerplayer,710,390,735,460
maxresdefault (14).jpg,1280,720,soccerplayer,711,519,743,583
maxresdefault (14).jpg,1280,720,soccerplayer,490,628,531,691
maxresdefault (14).jpg,1280,720,soccerplayer,902,616,944,676
maxresdefault (14).jpg,1280,720,soccerplayer,950,471,973,517
maxresdefault (14).jpg,1280,720,soccerplayer,1198,502,1236,572
maxresdefault (15).jpg,1280,720,soccerplayer,115,154,150,213
maxresdefault (15).jpg,1280,720,soccerplayer,57,284,92,341
maxresdefault (15).jpg,1280,720,soccerplayer,158,425,193,486
maxresdefault (15).jpg,1280,720,soccerplayer,419,376,445,417
maxresdefault (15).jpg,1280,720,soccerplayer,428,302,453,344
maxresdefault (15).jpg,1280,720,soccerplayer,640,265,659,316
maxresdefault (15).jpg,1280,720,soccerplayer,681,186,707,236
maxresdefault (15).jpg,1280,720,soccerplayer,629,80,653,119
maxresdefault (15).jpg,1280,720,soccerplayer,546,137,581,190
maxresdefault (15).jpg,1280,720,soccerplayer,626,531,663,603
maxresdefault (15).jpg,1280,720,soccerplayer,561,619,642,648
maxresdefault (15).jpg,1280,720,soccerplayer,761,467,783,521
maxresdefault (15).jpg,1280,720,soccerplayer,789,495,807,550
maxresdefault (15).jpg,1280,720,soccerplayer,947,395,978,459
maxresdefault (15).jpg,1280,720,soccerplayer,978,351,1007,388
maxresdefault (15).jpg,1280,720,soccerplayer,969,293,1001,340
maxresdefault (15).jpg,1280,720,soccerplayer,922,246,947,278
maxresdefault (15).jpg,1280,720,soccerplayer,921,216,955,242
maxresdefault (15).jpg,1280,720,soccerplayer,860,121,893,160
maxresdefault (15).jpg,1280,720,soccerplayer,819,98,835,143
maxresdefault (16).jpg,1280,720,soccerplayer,970,469,994,524
maxresdefault (16).jpg,1280,720,soccerplayer,597,340,623,407
maxresdefault (16).jpg,1280,720,soccerplayer,274,431,305,484
maxresdefault (16).jpg,1280,720,soccerplayer,32,585,55,653
maxresdefault (16).jpg,1280,720,soccerplayer,463,190,492,238
maxresdefault (16).jpg,1280,720,soccerplayer,824,209,846,259
maxresdefault (17).jpg,1280,720,soccerplayer,10,207,33,255
maxresdefault (17).jpg,1280,720,soccerplayer,248,214,269,267
maxresdefault (17).jpg,1280,720,soccerplayer,381,284,408,333
maxresdefault (17).jpg,1280,720,soccerplayer,254,368,288,429
maxresdefault (17).jpg,1280,720,soccerplayer,526,401,558,475
maxresdefault (17).jpg,1280,720,soccerplayer,516,208,541,248
maxresdefault (17).jpg,1280,720,soccerplayer,516,257,550,300
maxresdefault (17).jpg,1280,720,soccerplayer,704,137,735,190
maxresdefault (17).jpg,1280,720,soccerplayer,771,167,795,211
maxresdefault (17).jpg,1280,720,soccerplayer,973,153,1009,194
maxresdefault (17).jpg,1280,720,soccerplayer,1024,148,1071,189
maxresdefault (17).jpg,1280,720,soccerplayer,943,244,969,291
maxresdefault (17).jpg,1280,720,soccerplayer,1057,326,1101,381
maxresdefault (17).jpg,1280,720,soccerplayer,1145,497,1173,559
maxresdefault (17).jpg,1280,720,soccerplayer,972,548,1012,603
maxresdefault (17).jpg,1280,720,soccerplayer,840,349,865,410
maxresdefault (17).jpg,1280,720,soccerplayer,877,289,917,346
maxresdefault (17).jpg,1280,720,soccerplayer,816,271,855,321
maxresdefault (19).jpg,1280,720,soccerplayer,653,157,685,212
maxresdefault (19).jpg,1280,720,soccerplayer,577,318,614,367
maxresdefault (19).jpg,1280,720,soccerplayer,221,317,249,373
maxresdefault (19).jpg,1280,720,soccerplayer,304,480,329,544
maxresdefault (19).jpg,1280,720,soccerplayer,715,434,746,485
maxresdefault (19).jpg,1280,720,soccerplayer,637,492,670,538
maxresdefault (19).jpg,1280,720,soccerplayer,807,262,827,315
maxresdefault (19).jpg,1280,720,soccerplayer,850,249,871,303
maxresdefault (19).jpg,1280,720,soccerplayer,1041,187,1061,233
maxresdefault (19).jpg,1280,720,soccerplayer,1074,255,1099,303
maxresdefault (19).jpg,1280,720,soccerplayer,1053,333,1077,382
maxresdefault (19).jpg,1280,720,soccerplayer,1122,352,1153,401
maxresdefault (19).jpg,1280,720,soccerplayer,937,319,958,379
maxresdefault (19).jpg,1280,720,soccerplayer,809,387,835,442
maxresdefault (19).jpg,1280,720,soccerplayer,813,466,844,524
maxresdefault (19).jpg,1280,720,soccerplayer,967,459,999,513
maxresdefault (19).jpg,1280,720,soccerplayer,912,578,949,639
maxresdefault (20).jpg,1280,720,soccerplayer,140,124,175,203
maxresdefault (20).jpg,1280,720,soccerplayer,204,443,240,527
maxresdefault (20).jpg,1280,720,soccerplayer,40,159,85,244
maxresdefault (20).jpg,1280,720,soccerplayer,321,117,360,188
maxresdefault (20).jpg,1280,720,soccerplayer,454,118,486,197
maxresdefault (20).jpg,1280,720,soccerplayer,706,116,735,178
maxresdefault (20).jpg,1280,720,soccerplayer,730,252,782,323
maxresdefault (20).jpg,1280,720,soccerplayer,1013,212,1046,281
maxresdefault (20).jpg,1280,720,soccerplayer,960,90,994,156
maxresdefault (20).jpg,1280,720,soccerplayer,927,2,967,64
maxresdefault (20).jpg,1280,720,soccerplayer,562,311,588,398
maxresdefault (20).jpg,1280,720,soccerplayer,507,292,564,363
maxresdefault (20).jpg,1280,720,soccerplayer,829,1,861,51
maxresdefault (6).jpg,1280,720,soccerplayer,535,131,558,179
maxresdefault (6).jpg,1280,720,soccerplayer,319,278,355,336
maxresdefault (6).jpg,1280,720,soccerplayer,130,294,158,361
maxresdefault (6).jpg,1280,720,soccerplayer,137,518,189,601
maxresdefault (6).jpg,1280,720,soccerplayer,279,460,340,520
maxresdefault (6).jpg,1280,720,soccerplayer,1256,374,1280,461
maxresdefault (7).jpg,1280,720,soccerplayer,19,547,65,614
maxresdefault (7).jpg,1280,720,soccerplayer,107,393,141,456
maxresdefault (7).jpg,1280,720,soccerplayer,241,280,266,325
maxresdefault (7).jpg,1280,720,soccerplayer,345,230,359,266
maxresdefault (7).jpg,1280,720,soccerplayer,416,300,447,350
maxresdefault (7).jpg,1280,720,soccerplayer,404,377,436,437
maxresdefault (7).jpg,1280,720,soccerplayer,541,266,562,310
maxresdefault (7).jpg,1280,720,soccerplayer,597,196,614,238
maxresdefault (7).jpg,1280,720,soccerplayer,676,193,688,226
maxresdefault (7).jpg,1280,720,soccerplayer,655,272,677,307
maxresdefault (7).jpg,1280,720,soccerplayer,631,340,647,381
maxresdefault (7).jpg,1280,720,soccerplayer,658,441,685,496
maxresdefault (7).jpg,1280,720,soccerplayer,876,358,898,419
maxresdefault (7).jpg,1280,720,soccerplayer,813,293,837,338
maxresdefault (7).jpg,1280,720,soccerplayer,917,227,943,277
maxresdefault (7).jpg,1280,720,soccerplayer,1026,281,1052,330
maxresdefault (7).jpg,1280,720,soccerplayer,1173,395,1202,460
maxresdefault.jpg,1280,720,soccerplayer,221,248,251,313
maxresdefault.jpg,1280,720,soccerplayer,961,537,1016,610
maxresdefault.jpg,1280,720,soccerplayer,835,179,859,240
maxresdefault.jpg,1280,720,soccerplayer,798,151,827,209
maxresdefault.jpg,1280,720,soccerplayer,630,122,649,150
maxresdefault.jpg,1280,720,soccerplayer,624,142,643,181
maxresdefault.jpg,1280,720,soccerplayer,656,166,682,216
maxresdefault.jpg,1280,720,soccerplayer,622,209,646,263
maxresdefault.jpg,1280,720,soccerplayer,559,218,575,275
maxresdefault.jpg,1280,720,soccerplayer,534,232,549,285
maxresdefault.jpg,1280,720,soccerplayer,516,206,536,267
maxresdefault.jpg,1280,720,soccerplayer,456,162,488,210
maxresdefault.jpg,1280,720,soccerplayer,567,139,577,169
maxresdefault.jpg,1280,720,soccerplayer,573,135,588,176
maxresdefault.jpg,1280,720,soccerplayer,310,150,331,194
maxresdefault.jpg,1280,720,soccerplayer,275,146,295,195
maxresdefault.jpg,1280,720,soccerplayer,467,106,483,153
N.png,0,0,ball,657,720,676,734
N.png,0,0,soccerplayer,1252,627,1284,689
N.png,0,0,soccerplayer,1421,612,1449,667
N.png,0,0,soccerplayer,1317,741,1356,794
N.png,0,0,soccerplayer,1334,561,1370,622
N.png,0,0,soccerplayer,1431,395,1453,448
N.png,0,0,soccerplayer,1358,254,1396,311
N.png,0,0,soccerplayer,1349,139,1371,188
N.png,0,0,soccerplayer,1191,190,1227,248
N.png,0,0,soccerplayer,1173,240,1207,301
N.png,0,0,soccerplayer,1023,302,1049,373
N.png,0,0,soccerplayer,1198,406,1223,462
N.png,0,0,soccerplayer,1230,385,1263,473
N.png,0,0,soccerplayer,976,311,1002,374
N.png,0,0,soccerplayer,795,522,837,574
N.png,0,0,soccerplayer,519,359,557,417
N.png,0,0,soccerplayer,415,104,435,149
N.png,0,0,soccerplayer,358,296,385,349
N.png,0,0,soccerplayer,273,538,308,594
N.png,0,0,soccerplayer,674,622,718,655
NzjuRSB.png,800,450,soccerplayer,313,62,328,99
NzjuRSB.png,800,450,soccerplayer,249,83,266,121
NzjuRSB.png,800,450,soccerplayer,229,116,249,158
NzjuRSB.png,800,450,soccerplayer,241,190,263,226
NzjuRSB.png,800,450,soccerplayer,339,181,363,223
NzjuRSB.png,800,450,soccerplayer,239,267,264,303
NzjuRSB.png,800,450,soccerplayer,247,317,276,357
NzjuRSB.png,800,450,soccerplayer,160,379,200,408
NzjuRSB.png,800,450,soccerplayer,364,287,391,336
NzjuRSB.png,800,450,soccerplayer,434,104,452,145
NzjuRSB.png,800,450,soccerplayer,493,91,516,129
NzjuRSB.png,800,450,soccerplayer,600,71,616,96
NzjuRSB.png,800,450,soccerplayer,696,242,715,291
NzjuRSB.png,800,450,soccerplayer,561,143,576,184
NzjuRSB.png,800,450,soccerplayer,460,45,471,79
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,226,271,267,342
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,61,277,97,350
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,122,337,144,399
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,372,417,417,485
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,461,294,506,371
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,653,435,719,521
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,152,483,191,553
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,228,511,263,595
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,167,577,207,624
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,3,632,40,695
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,11,898,46,976
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,734,730,769,816
p65ui7oc2ju7.jpg,1677,2100,soccerplayer,831,723,881,809
